LAS:UNDH:FLOAT:01,2157403.0,var1
LAS:UNDH:FLOAT:02,5.1474018042016,
LAS:UNDH:FLOAT:03,0.0,
LAS:UNDH:FLOAT:04,0.0,
LAS:UNDH:FLOAT:05,1.0,HXR CAST FB Enable
LAS:UNDH:FLOAT:06,0.052525999999999996,HXR PCAV avg error
LAS:UNDH:FLOAT:07,0.0,
LAS:UNDH:FLOAT:08,-0.8,
LAS:UNDH:FLOAT:09,1.0,
LAS:UNDH:FLOAT:10,0.0,
LAS:UNDH:FLOAT:11,4.5840479746586,
LAS:UNDH:FLOAT:12,0.0,
LAS:UNDH:FLOAT:13,0.0,XCS ATM feedback value offset
LAS:UNDH:FLOAT:14,37.365879679828,XCS ATM fwhm alarm value
LAS:UNDH:FLOAT:15,1.0,XCS ATM feedback enable
LAS:UNDH:FLOAT:16,1e-05,XCS ATM feedback ignore LXT scan thresh
LAS:UNDH:FLOAT:17,-1.0,XCS ATM feedback gain
LAS:UNDH:FLOAT:18,0.0,
LAS:UNDH:FLOAT:19,0.0,
LAS:UNDH:FLOAT:20,0.0,
LAS:UNDH:FLOAT:21,0.0,
LAS:UNDH:FLOAT:22,0.0,
LAS:UNDH:FLOAT:23,0.0,
LAS:UNDH:FLOAT:24,0.0,
LAS:UNDH:FLOAT:25,0.0,
LAS:UNDH:FLOAT:26,0.0,
LAS:UNDH:FLOAT:27,0.0,
LAS:UNDH:FLOAT:28,0.0,
LAS:UNDH:FLOAT:29,0.0,
LAS:UNDH:FLOAT:30,0.0,
LAS:UNDH:FLOAT:31,0.0,
LAS:UNDH:FLOAT:32,0.0,
LAS:UNDH:FLOAT:33,0.0,
LAS:UNDH:FLOAT:34,0.0,
LAS:UNDH:FLOAT:35,0.0,
LAS:UNDH:FLOAT:36,0.0,
LAS:UNDH:FLOAT:37,0.0,
LAS:UNDH:FLOAT:38,0.0,
LAS:UNDH:FLOAT:39,0.0,
LAS:UNDH:FLOAT:40,0.0,
